response_time,availability,throughput,successability,reliability,compliance,best_practices,latency,documentation,service_name,wsdl_address,service_classification,service_class_name
305.0,86,21.7,95,73,100,84,1.0,4,news,http://authors.aspalliance.com/chrisg/tools/newsservice.asmx?wsdl,2,Gold
477.0,94,14.2,98,73,78,84,2.0,4,BNPriceWS,http://www.abundanttech.com/WebServices/BNPrice/BNPrice.asmx?WSDL,2,Gold
236.2,96,3.6,99,73,100,84,45.2,5,ehmmindexService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmindex.derived?wsdl,2,Gold
2457.5,96,2.0,99,73,78,84,1.5,5,MathService,http://www.learnasp.com/quickstart/aspplus/samples/services/MathService/VB/MathService.asmx?WSDL,4,Bronze
385.5,56,2.4,57,50,78,77,70.5,10,RCAWS,http://preproduccio.portal.scs.es/rcaws/AppJava/RCAWS?WSDL,4,Bronze
63.8,99,18.1,100,73,78,84,1.8,95,DataEnhancement,http://www.strikeiron.com/WebServices/dataenhancement.asmx?WSDL,1,Platinum
115.0,83,24.6,84,73,100,84,5.0,5,AreaService,http://www-ds.e-technik.uni-dortmund.de/new/CEI/resource/grid_res/AreaService.wsdl,2,Gold
1075.2,90,3.4,90,73,100,84,142.6,1,wossnameService,http://www.ebi.ac.uk/soaplab/emboss4/services/information.wossname.derived?wsdl,3,Silver
312.67,63,8.6,63,83,89,91,40.34,12,OrbitService,http://www.toolxite.dk/wsdl/orbit_service.1.0.wsdl,3,Silver
353.17,66,2.3,66,80,89,83,42.84,2,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=13,4,Bronze
83.12,90,21.9,97,73,100,80,10.87,6,OpcXmlDaSrv,http://tswinc.us/xmldademo/ts_sim/OpcDaGateway.asmx?wsdl,1,Platinum
158.8,87,5.8,96,73,78,80,30.8,6,SoapTest,http://mssoapinterop.org/stkV3/InteropBtyped.wsdl,3,Silver
527.5,72,7.2,72,73,78,84,21.0,63,EasyAmazonService,http://www.flash-db.com/services/ws/easyAmazon.wsdl,3,Silver
843.33,88,3.9,88,67,78,77,467.0,96,XigniteMaster,http://www.xignite.com/xMaster.asmx?wsdl,2,Gold
334.43,84,1.4,84,53,89,66,114.43,11,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_restriction.restover?wsdl,4,Bronze
261.0,83,19.4,84,83,89,91,9.0,31,hellowsdl,http://serwis.sgh.waw.pl/test/nuserver.php?wsdl,1,Platinum
803.0,83,1.2,84,83,89,91,445.0,57,Test Response Service,http://ww.cyberkni.net/links/testing.wsdl,2,Gold
1423.5,47,2.2,47,78,89,89,162.5,7,ISMSServiceservice,http://sms.idws.com/soap/smsservice.dll/wsdl/ISMSService,4,Bronze
169.75,69,8.1,70,60,78,74,11.75,34,LocalService,http://www.nhs.uk/webservices/exportlocalservicesdata/localservices.asmx?WSDL,4,Bronze
134.08,97,15.4,99,73,100,84,10.16,20,NSVMCachingAPI,http://www.yataka.com/NSVMCachingAPI/NSVMCachingAPI.asmx?WSDL,1,Platinum
105.43,87,1.2,95,73,100,80,5.57,11,MyAmazonPlus,http://www.cs.berkeley.edu/~jingtaow/course/webservices/MyAmazonPlus.wsdl,2,Gold
138.06,100,11.0,100,60,78,69,2.06,83,InterFax,http://ws.interfax.net/dfs.asmx?WSDL,2,Gold
47.27,61,20.3,62,67,78,82,2.0,3,AmazonSearchService,http://www.comp.mq.edu.au/units/tech854/lectures/week11/AmazonWebServices.wsdl,4,Bronze
243.0,88,13.8,96,73,100,84,10.2,36,diffseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/diffseq.wsdl,1,Platinum
438.0,98,10.0,100,73,78,84,61.0,1,WebService,http://www.framehouse.se/WebObjects/files/Menu2/WebService/Menu.asmx?WSDL,3,Silver
1734.34,97,2.5,98,67,89,58,14.65,91,ERSWebCensusMapService,http://maps.ers.usda.gov/profiles/Web%20References/mapspreview/ERSWebCensusMapService.wsdl,3,Silver
300.5,72,11.8,72,83,89,91,7.5,34,SPS,http://xml.nig.ac.jp/wsdl/SPS.wsdl,2,Gold
175.0,92,4.3,97,73,78,84,13.0,2,LVISWebService,http://lviswebservice.rijwijzer.nu/lviswebservice.asmx?wsdl,3,Silver
207.8,86,1.6,95,58,100,75,9.2,35,wobbleService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wobble.wsdl,3,Silver
189.0,100,15.4,100,73,100,84,21.5,94,DevLeap_x0020_-_x0020_Codice_x0020_Fiscale,http://devlab.devleap.it/PaoloPi/ws01/CodiceFiscale.asmx?WSDL,1,Platinum
204.0,94,2.0,98,73,100,84,8.2,40,mwfilterService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/mwfilter.wsdl,1,Platinum
120.0,99,7.4,100,73,78,84,10.33,8,GoogleSearchService,http://josquin.cti.depaul.edu/~rburke/courses/w04/ect360/notes/w09/GoogleSearch.wsdl,2,Gold
170.67,96,2.6,99,73,89,84,34.0,90,eyeVeri,http://www.tilisoft.com/ws/eyeVeri/eyeVeri.asmx?wsdl,1,Platinum
213.2,98,0.9,100,58,100,75,7.2,41,chargeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/charge.wsdl,2,Gold
641.5,96,4.4,99,73,78,84,33.5,87,ICD10,http://www.webservicex.com/icd10.asmx?WSDL,1,Platinum
144.0,85,28.8,95,73,100,84,2.0,9,CodeGenerator,http://www.esynaps.com/webservices/codegenerator.asmx?WSDL,1,Platinum
151.75,88,8.7,96,73,100,84,69.0,7,NumPager,http://ws.acrosscommunications.com/NumPager.asmx?WSDL,2,Gold
943.5,77,4.4,77,73,67,84,88.0,9,getGeoInfo,http://tsdmaps.gsc.nrcan.gc.ca/website/GeochemArcIMS/asps/GuyGeoSurvey.asmx?WSDL,4,Bronze
1314.75,78,3.5,79,73,78,84,30.75,5,WSTCoffeeService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSTCoffee.wsdl,4,Bronze
86.75,94,23.0,98,73,78,80,18.75,93,SdssFields,http://skyservice.pha.jhu.edu/devel/sdssFields/sdssFields.asmx?wsdl,1,Platinum
133.0,86,7.7,95,73,78,84,10.67,9,GoogleSearchService,http://dept-info.labri.fr/~denis/Enseignement/2005-SSECPD/TP08/GoogleSearch.wsdl,3,Silver
143.25,79,1.8,79,73,78,84,78.0,6,CustomFieldResponseWS,http://www.regonline.com/webservices/CustomFieldResponseWS.asmx?WSDL,4,Bronze
251.4,93,2.1,98,67,100,82,40.6,3,pepcoilService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_2d_structure.pepcoil.derived?wsdl,3,Silver
300.76,91,8.2,92,67,100,72,46.47,7,QueryService,http://www.ebi.ac.uk/ontology-lookup/OntologyQuery.wsdl,3,Silver
46.0,72,15.4,72,73,78,84,3.0,4,XarayaSoap,http://xaraya.open-world.com.ve/ws.php?wsdl,3,Silver
216.0,93,9.5,98,58,89,69,18.0,10,EAnalyzer,http://tvazteca.viajez.com/WServicesDev/EAnalyzer?WSDL,3,Silver
70.75,56,8.3,56,83,89,91,7.5,11,GeneidmapService,http://www.vbi.vt.edu/~pathport/services/wsdls/geneidmap.wsdl,3,Silver
104.6,51,6.7,51,83,89,91,24.2,9,StretcherService,http://www.vbi.vt.edu/~pathport/services/wsdls/stretcher.wsdl,3,Silver
83.33,39,1.7,40,80,78,78,1.0,63,replicaCatalogService,http://lqcd.jlab.org/wsdl/replica.wsdl,4,Bronze
306.2,95,9.8,99,73,78,80,21.2,90,GeoAddress,http://geoaccess.and.com/geoaccess/geoaddress.asmx?WSDL,1,Platinum
116.0,87,2.8,95,60,100,74,30.0,5,CanadaAddressVerification,http://ws.strikeiron.com/CanadaAddressVerification?WSDL,3,Silver
60.18,93,13.1,98,67,100,77,8.93,9,AWSMechanicalTurkRequester,http://mechanicalturk.amazonaws.com/AWSMechanicalTurk/AWSMechanicalTurkRequester.wsdl,2,Gold
198.0,96,14.7,99,67,78,72,50.0,10,XYToPixelsService,http://www.viamichelin.com/ws/services/XYToPixels?wsdl,3,Silver
149.0,96,24.2,99,89,78,93,1.5,7,eUtilsService,http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/efetch.wsdl,1,Platinum
235.0,83,23.5,84,67,78,72,1.0,7,ReporteAereo,http://www.inbolpack.net/transredes2/WSRepAereo.php?wsdl,3,Silver
505.0,100,6.1,100,73,78,84,11.33,3,GoogleSearchService,http://www.bigbiggeek.com/blog/lib/MT/GoogleSearch.wsdl,3,Silver
471.5,56,3.2,57,73,89,62,5.75,32,FindService,http://lbs.wheresoft.com/api/wssp/findservice.asmx?wsdl,4,Bronze
133.33,95,8.0,98,73,78,84,10.0,10,GoogleSearchService,http://etna.int-evry.fr/cours/WebServices/TP_WS/DotNET/TP_Google/GoogleSearch.wsdl,2,Gold
551.79,80,1.8,81,53,67,76,6.93,8,Interop,http://www.mssoapinterop.org/stk/InteropTyped.wsdl,4,Bronze
203.8,93,1.9,98,73,100,84,9.4,37,antigenicService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/antigenic.wsdl,1,Platinum
112.0,85,32.4,95,73,78,84,1.0,2,WSDLInteropTestListService,http://mssoapinterop.org/asmx/WSDL/WSDLInteropTestListService.wsdl,2,Gold
60.84,70,10.5,71,67,100,77,5.95,5,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-09-15/US/AWSECommerceService.wsdl,3,Silver
284.65,86,3.1,86,53,89,66,96.22,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnainvar?wsdl,4,Bronze
211.0,22,9.2,23,73,89,80,9.05,10,valdoc,http://covarm.tvu.ac.uk/valdoc/wsdl/valdocSOAP.wsdl,4,Bronze
352.5,86,4.5,86,73,89,84,267.5,64,wsStrings,http://www.deeptraining.com/webservices/wsStrings.asmx?wsdl,2,Gold
274.78,85,3.5,85,53,89,66,69.26,8,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_gene_finding.wobble?wsdl,4,Bronze
194.8,92,1.8,97,73,100,84,5.2,41,degapseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/degapseq.wsdl,1,Platinum
420.67,63,9.2,63,80,100,87,91.34,42,hellowsdl3,http://www.scottnichol.com/samples/hellowsdl3.wsdl,2,Gold
1936.5,93,3.4,98,73,78,84,39.0,93,ICD9ToICD10,http://www.webservicex.com/icd9toicd10.asmx?WSDL,2,Gold
199.0,94,10.1,98,73,78,84,39.0,5,sample,http://www.startvbdotnet.com/web/sample1.asmx?wsdl,3,Silver
227.8,100,14.6,100,73,100,84,11.6,40,notseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/notseq.wsdl,1,Platinum
154.0,83,23.5,84,83,89,91,5.0,9,SerClsPeticionSOAPStratusMobipayservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsPeticionSOAPStratusMobipay.wsdl,1,Platinum
2175.17,47,2.3,48,73,100,84,1.84,5,HomeWorkService,http://www.travelwithjan.com/thaisky/rsu/cit695/homework.asmx?wsdl,4,Bronze
1674.0,55,0.8,56,67,78,85,1005.4,9,TargetServiceBinding,http://nime-glad.nime.ac.jp/en/program/search/target.php?wsdl,4,Bronze
82.0,90,18.9,97,73,89,62,1.0,2,DataUtil,http://www.rideontime.com/ws/DataUtil.asmx?wsdl,3,Silver
173.0,83,11.5,84,73,89,75,20.0,5,showmyip_lookup,http://www.ippages.com/soap/lookupserver.php?wsdl,3,Silver
174.17,88,13.7,96,73,78,84,18.84,5,EnvioSMS,http://www.telefonica-moviles.deusto.es/enviarSMS/enviosms.asmx?WSDL,2,Gold
138.25,98,14.5,100,73,100,84,19.92,39,TextAnywhere_SMS,http://ws.textanywhere.net/ta_sms.asmx?wsdl,1,Platinum
105.56,92,14.6,97,73,78,80,0.67,95,DOTSAddressValidate,http://ws2.serviceobjects.net/av/AddressValidate.asmx?WSDL,1,Platinum
322.33,99,9.0,100,73,89,62,18.66,8,pathwayDBSer,http://interviewer.inha.ac.kr/stpWebServer/pathwayDBSer.asmx?WSDL,3,Silver
96.0,83,21.8,84,67,89,72,4.0,4,paddleService,http://www.terawave.ca/webservices/paddle.cfc?wsdl,3,Silver
2835.56,97,2.0,99,73,78,62,13.45,89,Tiscali_x0020_Presence_x0020_Services,http://webservices.tiscali.com/PresenceServices.asmx?WSDL,3,Silver
229.4,98,13.9,100,73,100,84,10.4,39,sixpackService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/sixpack.wsdl,1,Platinum
184.5,73,3.2,74,73,67,80,1.5,59,ServicioRouting,http://www.geoservicios.com/V2.0/sr/sr.asmx?wsdl,3,Silver
281.0,90,10.2,97,67,78,77,0.82,81,XigniteEmerging,http://www.xignite.com/xEmerging.asmx?WSDL,1,Platinum
248.8,88,1.1,96,67,100,82,42.4,8,trimestService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.trimest.derived?wsdl,3,Silver
615.0,97,1.4,99,80,78,65,54.5,33,basicmap,http://citizenatlas.dc.gov/webservices/basicmap.asmx?wsdl,3,Silver
217.6,94,14.1,98,73,100,84,10.6,34,megamergerService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/megamerger.wsdl,1,Platinum
249.08,12,8.7,12,53,78,71,7.23,64,OnlineMessenger,http://myoms.net/soap/oms2.wsdl,4,Bronze
210.5,72,8.3,72,80,100,78,6.5,96,SoapGO,http://genome.dkfz-heidelberg.de/menu/hobit/SoapGO.wsdl,1,Platinum
134.0,83,12.0,84,83,78,93,32.0,4,SessionCreateRQService,http://webservices.sabre.com/wsdl/sabreXML1.0.00/usg/SessionCreateRQ.wsdl,2,Gold
210.4,90,4.3,96,73,100,84,8.4,8,tfmService,http://www.ebi.ac.uk/soaplab/emboss4/services/information.tfm.derived?wsdl,2,Gold
258.5,72,9.2,72,73,89,75,14.5,9,NPOsMedicalPaginalTranslationService,http://trans.nict.go.jp/axis/services/NPOsMedicalPaginalTranslationService?wsdl,3,Silver
315.72,92,6.5,97,72,78,86,10.4,10,PDCWebService,http://www.eanpdc.co.za/PDCWebservice/PDCWebService.WSDL,3,Silver
305.4,93,12.2,98,73,100,84,7.8,42,sixpackService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/sixpack.wsdl,1,Platinum
81.0,70,8.5,70,73,89,84,38.75,11,MathTools,http://www.karlbrouillette.com/demo1/mathtools.asmx?wsdl,3,Silver
103.0,85,16.1,95,73,78,80,0.89,91,DOTSFastWeather,http://ws2.serviceobjects.net/fw/fastweather.asmx?wsdl,1,Platinum
174.0,83,14.9,84,73,100,75,3.0,37,reasoner,http://tools.deri.org/services/reasoner.wsdl,2,Gold
137.0,86,8.6,86,73,78,84,2.0,8,HawleyCreditCardValidate,http://yorktown.cbe.wwu.edu/04Fall/hawleyr/A2/CreditCardValidate.asmx?wsdl,3,Silver
242.5,62,6.1,63,73,89,75,5.12,6,ExampleService,http://trans.nict.go.jp/axis/services/ExampleService?wsdl,4,Bronze
330.2,85,2.1,95,67,100,82,46.8,3,fdnacompService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnacomp.derived?wsdl,3,Silver
121.0,98,22.3,99,73,100,84,3.0,9,RetHeaderService,http://www.whitemesa.net/r3/InteropTestheaders.wsdl,1,Platinum
160.5,86,17.2,86,73,89,84,3.0,6,zCalcSvc,http://www.procdev.com/zcalcs/zcalcsvc.asmx?wsdl,2,Gold
205.0,71,13.1,72,83,89,91,11.0,4,SerClsPeticionSOAPTPVPCservice,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsEntradaTPVPCv3d1.wsdl,2,Gold
2440.33,71,1.1,72,67,78,77,1883.33,6,GeocoderService,http://www.nowwhereroute.com/webservices/quicklocate.asmx?WSDL,4,Bronze
293.0,99,27.8,100,73,100,80,13.0,5,DownloadService,http://www.samsung.com/nl/support/WcmsService/DownloadService.asmx?WSDL,1,Platinum
98.33,99,5.5,100,73,100,80,46.66,67,CongressionalDirectory,http://www.strikeiron.com/webservices/congress.asmx?wsdl,1,Platinum
305.7,86,5.5,86,53,89,66,91.18,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_codon_usage.cai?wsdl,4,Bronze
208.5,100,11.3,100,80,89,65,50.5,35,GetPeopleSearch,http://mpip.cityofmobile.org/MpipWebService/GetPeopleSearch.asmx?WSDL,2,Gold
183.57,99,13.0,100,73,78,80,7.57,95,Tiscali_x0020_Security_x0020_Services,http://webservices.tiscali.com/SecurityServices.asmx?wsdl,1,Platinum
857.0,83,6.4,84,73,100,87,3.0,8,CounterDeleteInformationWS,http://rep.oio.dk/kmd.dk/energi/xml/wsdl/2005/07/05/CounterDeleteInformationWS.wsdl,3,Silver
367.4,85,4.4,95,73,100,84,6.0,35,embossversionService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/embossversion.wsdl,2,Gold
1383.33,91,3.2,91,73,78,84,41.83,10,WSFastaService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSFasta.wsdl,3,Silver
181.33,89,8.9,96,73,78,84,12.33,3,GoogleSearchService,http://www.brics.dk/~amoeller/CCI/WWW/webservices/GoogleSearch.wsdl,3,Silver
247.4,98,2.6,100,73,100,84,43.2,8,noreturnService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.noreturn.derived?wsdl,2,Gold
262.5,86,4.2,95,73,100,80,17.25,65,LandmarkService,http://www.terraserver-usa.com/LandmarkService.asmx?WSDL,1,Platinum
503.0,16,5.0,16,67,89,72,43.71,93,Service,http://rsdn.ru/ws/service.asmx?wsdl,4,Bronze
357.33,97,0.9,99,73,100,80,1.66,37,WsdlContractFirstService,http://isb.oio.dk/oioservice/service/public/3/open/wsdlcontractfirstservice.asmx?WSDL,2,Gold
412.5,72,5.9,72,73,100,84,5.0,8,UserAddModify,http://www.shn.org.au/UserAddModify.asmx?wsdl,3,Silver
316.5,72,15.9,72,80,89,87,5.5,8,Slash/SOAP/Test,http://use.perl.org/soap/Test.wsdl,3,Silver
145.0,83,8.9,84,73,89,75,11.0,7,showmyip,http://www.showmyip.com/soap/server.php?wsdl,3,Silver
275.8,85,12.1,95,73,100,84,8.8,40,remapService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/remap.wsdl,1,Platinum
320.0,91,23.3,97,73,89,62,237.0,6,Courses,http://www.quilogy.com/webservices/courselist.asmx?wsdl,3,Silver
102.0,91,9.2,97,67,78,82,1.0,9,BasicAddressMatch,http://www.bgtaddresstools.state.pa.us/BasicAddressMatch/BasicAddressMatch.asmx?wsdl,3,Silver
514.33,47,3.0,47,73,78,75,123.5,9,ContactClean,http://www.maillocate.com/soap/index.php?wsdl,4,Bronze
107.0,83,31.3,84,73,100,84,3.0,7,AreaService,http://www.eclipse.org/webtools/jst/components/ws/M3/tutorials/resources/TopDownWebService/AreaService.wsdl,1,Platinum
174.67,85,11.1,95,58,89,80,1.0,3,GetSubjectElement,http://plato.stlucie.k12.fl.us/mis/play.nsf/GetSubject?WSDL,3,Silver
298.61,86,1.3,87,53,89,66,89.83,11,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnacomp?wsdl,4,Bronze
87.14,87,20.5,95,67,89,58,0.71,41,MemberServices,http://www.keybrick.net/webservices/members.asmx?wsdl,2,Gold
297.38,71,1.9,72,73,89,75,6.38,66,AccountServiceNoHeader,http://www.esendex.com/secure/messenger/soap/AccountServiceNoHeader.asmx?wsdl,3,Silver
252.0,93,0.7,98,67,100,82,39.6,2,backtranambigService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_translation.backtranambig.derived?wsdl,3,Silver
200.8,93,2.4,98,73,100,84,7.4,41,garnierService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/garnier.wsdl,1,Platinum
444.0,83,13.2,84,73,89,84,24.0,63,SiteInspectService,http://www.flash-db.com/services/ws/siteInspect.wsdl,1,Platinum
193.0,88,1.6,96,73,100,84,8.6,37,patmatdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/patmatdb.wsdl,2,Gold
669.1,56,1.3,57,60,89,69,3.2,64,premiumuser package,http://www.gamepro.de/webservice/premiumusers/premiumuser.cfc?wsdl,4,Bronze
191.2,96,1.5,99,73,100,84,7.6,36,profitService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/profit.wsdl,1,Platinum
243.0,98,25.6,100,73,100,84,1.0,6,eSynapsFeed,http://www.esynaps.com/WebServices/eSynapsFeed.asmx?wsdl,1,Platinum
481.33,88,0.8,96,67,78,82,1.0,96,XigniteDataSet,http://www.xignite.com/xDataSet.asmx?wsdl,2,Gold
103.0,93,34.2,98,67,100,85,2.0,7,guidissue,http://www.sfuma.it/flashfoos/guidissue.asmx?WSDL,1,Platinum
312.97,93,6.0,98,67,78,58,25.7,35,FuelPricingServices,http://motormouth.net.au/Services/FuelPricingServices.asmx?wsdl,3,Silver
331.0,85,25.0,95,73,100,80,19.0,3,DownloadService,http://www.samsung.com/lv/support/WcmsService/DownloadService.asmx?WSDL,2,Gold
336.0,88,12.0,96,73,100,84,11.6,41,wordmatchService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wordmatch.wsdl,1,Platinum
429.81,26,2.6,26,78,78,89,236.93,7,SubscriptionService,http://rep.oio.dk/OIO%20services/SubscriptionService.wsdl,4,Bronze
227.0,97,15.7,99,80,100,87,3.0,2,EHCIntegrationService,http://new.ehealthcompete.com/webservices/eis.wsdl,1,Platinum
136.86,87,1.8,96,67,100,82,1.15,96,XWebBlog,http://ws.xwebservices.com/XWebBlog/XWebBlog.asmx?wsdl,1,Platinum
342.43,85,5.4,86,53,89,66,147.47,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_cpg_islands.newcpgseek?wsdl,4,Bronze
165.0,100,23.4,100,73,100,80,2.0,4,FastCompletion,http://validator2.addressdoctor.com/addFastCompletion/FastCompletion.asmx?wsdl,1,Platinum
175.5,90,7.6,97,80,100,83,39.0,11,OutboundCallService,http://beta.angel.com/outbound/wsdl/OutboundCallService.wsdl,2,Gold
1832.67,89,3.3,96,67,100,77,4.0,10,serviceName,http://mips.gsf.de/proj/hobitws/services/PsimiService?wsdl,3,Silver
349.58,66,2.3,66,80,89,83,36.58,7,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=3,4,Bronze
516.67,63,7.2,63,83,89,91,10.67,33,sms,http://www.info-me-sms.it/ws.php?wsdl,3,Silver
175.5,96,4.7,99,60,100,74,58.0,26,Medicare,http://ws.strikeiron.com/medicare_2_5?WSDL,3,Silver
391.59,97,5.4,99,83,78,93,16.18,36,ResellerService,http://www.dangerimp.com/RetailInterface.wsdl,1,Platinum
121.0,90,4.1,91,73,78,84,30.2,58,interop2B,http://www.cs.fsu.edu/~engelen/interop2B_2.wsdl,2,Gold
157.5,46,5.6,47,73,89,84,12.33,6,Euro42,http://www.ebob42.com/cgi-bin/Euro42.asmx?wsdl,4,Bronze
142.56,60,7.9,61,73,67,80,86.0,93,CasUsers,http://casjobs.sdss.org/CasJobs/CasUsers.asmx?wsdl,3,Silver
117.0,86,20.0,86,73,89,84,2.5,2,DailyHoro,http://www.mastercsharp.com/live/horoservice2/wshoro.asmx?wsdl,2,Gold
198.8,100,1.4,100,73,100,84,6.8,32,shuffleseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/shuffleseq.wsdl,1,Platinum
299.83,85,2.2,86,53,89,66,100.74,9,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_profiles.prophet?wsdl,4,Bronze
202.0,98,9.7,99,80,78,87,43.0,94,PCtoLongLat,http://01792.org/webservices/PCtoLongLat.asmx?wsdl,1,Platinum
61.42,79,8.9,80,67,100,77,5.37,8,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-03-23/CA/AWSECommerceService.wsdl,3,Silver
232.2,87,2.2,95,73,100,84,7.8,38,equicktandemService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/equicktandem.wsdl,2,Gold
195.0,83,34.7,84,80,78,83,107.0,6,walker_service,http://www.walkermowers.com/ws/opei/claimb.wsdl,2,Gold
329.5,92,3.6,97,73,78,84,13.0,33,UDDIBusinessFinder,http://www.webservicex.net/UDDIBusinessFinder.asmx?WSDL,2,Gold
197.0,89,28.6,96,60,89,69,16.0,11,checkidService,http://www.housecall.co.uk/cfc/checkid.cfc?wsdl,2,Gold
435.33,21,4.2,22,33,89,59,10.77,8,PassportService,http://passport.sme.gov.cn/services/Passport?wsdl,4,Bronze
115.0,87,24.5,95,67,89,82,1.0,11,interopLabEchoHeader,http://mssoapinterop.org/stk/interopC.wsdl,2,Gold
248.31,12,7.3,12,53,78,71,9.46,66,OnlineMessenger,http://www.myoms.net/soap/oms2.wsdl,4,Bronze
333.5,68,3.0,68,73,89,84,2.9,40,gcat,http://dp2003.com/dp2libraryws/gcat.asmx?wsdl,3,Silver
539.29,63,6.2,63,80,67,87,324.79,41,CurrencyServerWebService,http://www.currencyserver.de/webservice/currencyserverwebservice.asmx?WSDL,3,Silver
200.2,100,1.1,100,73,100,84,10.4,40,nthseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/nthseq.wsdl,1,Platinum
276.6,93,2.3,98,73,100,84,5.8,42,fuzzproService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/fuzzpro.wsdl,1,Platinum
124.67,89,2.1,96,73,78,62,39.0,6,ReportService,http://www.wce.ca/ReportService.asmx?wsdl,4,Bronze
2836.25,79,2.4,79,73,67,84,78.75,7,DataService,http://samples.gotdotnet.com/quickstart/aspplus/samples/services/DataService/VB/DataService.asmx?WSDL,4,Bronze
211.25,89,10.9,89,67,78,72,152.75,9,WSDLInteropTestRpcEncService,http://mssoapinterop.org/asmx/WSDL/WSDLInteropTestRpcEncService.wsdl,3,Silver
229.75,86,10.1,95,73,89,84,87.75,90,CEqImageSecure,http://www.quisque.com/fr/techno/eqimage/secure/eqimage.asmx?wsdl,1,Platinum
280.6,91,0.9,97,67,100,82,39.4,12,pasteseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.pasteseq.derived?wsdl,3,Silver
436.6,90,1.3,91,73,100,84,90.2,37,showdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showdb.wsdl,2,Gold
300.54,40,4.0,40,60,78,54,23.93,9,Lists,http://www.wssdemo.com/_vti_bin/lists.asmx?wsdl,4,Bronze
609.4,91,1.1,91,73,100,84,26.0,35,wossnameService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wossname.wsdl,2,Gold
286.0,93,9.4,98,73,78,84,16.0,87,Afstandsberegner,http://xmltools.oio.dk/afstd/afstandsberegner.asmx?WSDL,1,Platinum
142.0,97,20.8,99,73,100,84,2.0,41,IPHelpers,http://www.romsteady.net/whatip/iphelpers.asmx?wsdl,1,Platinum
292.0,86,3.8,87,53,89,66,90.0,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnadistance?wsdl,4,Bronze
356.0,84,4.7,84,73,89,75,72.0,2,AuthenticationService,http://mobilenavigation.siemensvdo.com/mnp/services/Authentication?wsdl,3,Silver
215.6,91,15.9,97,73,100,84,5.4,37,showorfService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showorf.wsdl,1,Platinum
